job_key,reference,snapshot_date,skill
U5WUPCHY-2026-08-10,U5WUPCHY,2026-08-10,UML
U5WUPCHY-2026-08-10,U5WUPCHY,2026-08-10,BPMN
U5WUPCHY-2026-08-10,U5WUPCHY,2026-08-10,REST API
ZDXEZ70F-2026-08-10,ZDXEZ70F,2026-08-10,Java
ZDXEZ70F-2026-08-10,ZDXEZ70F,2026-08-10,Spring Boot
ZDXEZ70F-2026-08-10,ZDXEZ70F,2026-08-10,PostgreSQL
Y88JSY2N-2026-08-10,Y88JSY2N,2026-08-10,SMTP
Y88JSY2N-2026-08-10,Y88JSY2N,2026-08-10,DLP
Y88JSY2N-2026-08-10,Y88JSY2N,2026-08-10,Exchange Online
YD5MIUZA-2026-08-10,YD5MIUZA,2026-08-10,C#
YD5MIUZA-2026-08-10,YD5MIUZA,2026-08-10,Degree
YD5MIUZA-2026-08-10,YD5MIUZA,2026-08-10,AWS Cloud
KUP9UFXQ-2026-08-10,KUP9UFXQ,2026-08-10,Python
KUP9UFXQ-2026-08-10,KUP9UFXQ,2026-08-10,Grafana
KUP9UFXQ-2026-08-10,KUP9UFXQ,2026-08-10,Prometheus
UY9YJS8K-2026-08-10,UY9YJS8K,2026-08-10,C#
UY9YJS8K-2026-08-10,UY9YJS8K,2026-08-10,Test automation
UY9YJS8K-2026-08-10,UY9YJS8K,2026-08-10,AI
AUL0PRPU-2026-08-10,AUL0PRPU,2026-08-10,MS Office
AUL0PRPU-2026-08-10,AUL0PRPU,2026-08-10,Doświadczenie w sprzedaży elektroniki
AUL0PRPU-2026-08-10,AUL0PRPU,2026-08-10,Doświadczenie w sprzedaży akcesoriów
CVTFXDY9-2026-08-10,CVTFXDY9,2026-08-10,C#
CVTFXDY9-2026-08-10,CVTFXDY9,2026-08-10,MES
ITAAH9L0-2026-08-10,ITAAH9L0,2026-08-10,ERP
VZWVHY1C-2026-08-10,VZWVHY1C,2026-08-10,Go
VZWVHY1C-2026-08-10,VZWVHY1C,2026-08-10,REST API
VZWVHY1C-2026-08-10,VZWVHY1C,2026-08-10,gRPC
J2VQNC9D-2026-08-10,J2VQNC9D,2026-08-10,Python
J2VQNC9D-2026-08-10,J2VQNC9D,2026-08-10,OpenStack
J2VQNC9D-2026-08-10,J2VQNC9D,2026-08-10,Linux
R8PPG2Y9-2026-08-10,R8PPG2Y9,2026-08-10,Python
R8PPG2Y9-2026-08-10,R8PPG2Y9,2026-08-10,AI
R8PPG2Y9-2026-08-10,R8PPG2Y9,2026-08-10,ML algorithms
OSSZRDYP-2026-08-10,OSSZRDYP,2026-08-10,MS Office
OSSZRDYP-2026-08-10,OSSZRDYP,2026-08-10,Doświadczenie w sprzedaży elektroniki
OSSZRDYP-2026-08-10,OSSZRDYP,2026-08-10,Doświadczenie w sprzedaży akcesoriów
JNEVTYGE-2026-08-10,JNEVTYGE,2026-08-10,System integration
JNEVTYGE-2026-08-10,JNEVTYGE,2026-08-10,CD
JNEVTYGE-2026-08-10,JNEVTYGE,2026-08-10,Automated testing
I1V8CDXU-2026-08-10,I1V8CDXU,2026-08-10,API
I1V8CDXU-2026-08-10,I1V8CDXU,2026-08-10,Visual Studio
I1V8CDXU-2026-08-10,I1V8CDXU,2026-08-10,Jira
MWVNTB9X-2026-08-10,MWVNTB9X,2026-08-10,Java
MWVNTB9X-2026-08-10,MWVNTB9X,2026-08-10,Spring
MWVNTB9X-2026-08-10,MWVNTB9X,2026-08-10,Hibernate
AUVCHQPC-2026-08-10,AUVCHQPC,2026-08-10,Kafka
AUVCHQPC-2026-08-10,AUVCHQPC,2026-08-10,Data pipelines
I9MWHVHI-2026-08-10,I9MWHVHI,2026-08-10,AWS
I9MWHVHI-2026-08-10,I9MWHVHI,2026-08-10,Terraform
I9MWHVHI-2026-08-10,I9MWHVHI,2026-08-10,K8s
BNJSYXTI-2026-08-10,BNJSYXTI,2026-08-10,Power Platform
BNJSYXTI-2026-08-10,BNJSYXTI,2026-08-10,Power Automate
BNJSYXTI-2026-08-10,BNJSYXTI,2026-08-10,PowerApps
QRR0RSLF-2026-08-10,QRR0RSLF,2026-08-10,Java
QRR0RSLF-2026-08-10,QRR0RSLF,2026-08-10,Spring
QRR0RSLF-2026-08-10,QRR0RSLF,2026-08-10,Boot
DYEI5MWZ-2026-08-10,DYEI5MWZ,2026-08-10,ISO
DYEI5MWZ-2026-08-10,DYEI5MWZ,2026-08-10,IEC
DYEI5MWZ-2026-08-10,DYEI5MWZ,2026-08-10,Audits
TVMWTS5I-2026-08-10,TVMWTS5I,2026-08-10,Java
TVMWTS5I-2026-08-10,TVMWTS5I,2026-08-10,Spring
TVMWTS5I-2026-08-10,TVMWTS5I,2026-08-10,Boot
P5R9TH6Z-2026-08-10,P5R9TH6Z,2026-08-10,Java
P5R9TH6Z-2026-08-10,P5R9TH6Z,2026-08-10,K8s
P5R9TH6Z-2026-08-10,P5R9TH6Z,2026-08-10,GCP
KK5YZL1P-2026-08-10,KK5YZL1P,2026-08-10,SAP
KK5YZL1P-2026-08-10,KK5YZL1P,2026-08-10,TypeScript
KK5YZL1P-2026-08-10,KK5YZL1P,2026-08-10,Forecasting
HK5OXG12-2026-08-10,HK5OXG12,2026-08-10,Java
HK5OXG12-2026-08-10,HK5OXG12,2026-08-10,Spring
HK5OXG12-2026-08-10,HK5OXG12,2026-08-10,Boot
MGCKIFMZ-2026-08-10,MGCKIFMZ,2026-08-10,ITIL
ZQ92GBVA-2026-08-10,ZQ92GBVA,2026-08-10,Python
ZQ92GBVA-2026-08-10,ZQ92GBVA,2026-08-10,C++
ZQ92GBVA-2026-08-10,ZQ92GBVA,2026-08-10,Linux
XF4WMUPS-2026-08-10,XF4WMUPS,2026-08-10,Python
XF4WMUPS-2026-08-10,XF4WMUPS,2026-08-10,JavaScript
XF4WMUPS-2026-08-10,XF4WMUPS,2026-08-10,TypeScript
FFHQMDNH-2026-08-10,FFHQMDNH,2026-08-10,Security
FFHQMDNH-2026-08-10,FFHQMDNH,2026-08-10,DLP
FFHQMDNH-2026-08-10,FFHQMDNH,2026-08-10,REST API
J6LPWYWC-2026-08-10,J6LPWYWC,2026-08-10,C++
J6LPWYWC-2026-08-10,J6LPWYWC,2026-08-10,Dart
J6LPWYWC-2026-08-10,J6LPWYWC,2026-08-10,Java
PCUVB5AQ-2026-08-10,PCUVB5AQ,2026-08-10,Java
PCUVB5AQ-2026-08-10,PCUVB5AQ,2026-08-10,Angular
PCUVB5AQ-2026-08-10,PCUVB5AQ,2026-08-10,K8s
24HNL0F6-2026-08-10,24HNL0F6,2026-08-10,Salesforce
24HNL0F6-2026-08-10,24HNL0F6,2026-08-10,CI/CD
I084LWIV-2026-08-10,I084LWIV,2026-08-10,GRC
I084LWIV-2026-08-10,I084LWIV,2026-08-10,Power BI
I084LWIV-2026-08-10,I084LWIV,2026-08-10,Network Security
OEQDICZP-2026-08-10,OEQDICZP,2026-08-10,SQL
OEQDICZP-2026-08-10,OEQDICZP,2026-08-10,Snowflake
OEQDICZP-2026-08-10,OEQDICZP,2026-08-10,dbt
EGRIY6KS-2026-08-10,EGRIY6KS,2026-08-10,Python
EGRIY6KS-2026-08-10,EGRIY6KS,2026-08-10,pandas
EGRIY6KS-2026-08-10,EGRIY6KS,2026-08-10,NumPy
BZ4INB3M-2026-08-10,BZ4INB3M,2026-08-10,MS Office
BZ4INB3M-2026-08-10,BZ4INB3M,2026-08-10,Doświadczenie w sprzedaży elektroniki
BZ4INB3M-2026-08-10,BZ4INB3M,2026-08-10,Doświadczenie w sprzedaży akcesoriów
FC5BLMPP-2026-08-10,FC5BLMPP,2026-08-10,Doświadczenie
FC5BLMPP-2026-08-10,FC5BLMPP,2026-08-10,B2B
FC5BLMPP-2026-08-10,FC5BLMPP,2026-08-10,Kompetencje komunikacyjne
SCC0MU8W-2026-08-10,SCC0MU8W,2026-08-10,Salesforce
SCC0MU8W-2026-08-10,SCC0MU8W,2026-08-10,SAP
SCC0MU8W-2026-08-10,SCC0MU8W,2026-08-10,Manual Testing
TW3VEMIQ-2026-08-10,TW3VEMIQ,2026-08-10,QA Engineer
TW3VEMIQ-2026-08-10,TW3VEMIQ,2026-08-10,Java
TW3VEMIQ-2026-08-10,TW3VEMIQ,2026-08-10,JavaScript
C8NEPRH5-2026-08-10,C8NEPRH5,2026-08-10,Open source
C8NEPRH5-2026-08-10,C8NEPRH5,2026-08-10,Linux
C8NEPRH5-2026-08-10,C8NEPRH5,2026-08-10,Microservices
BWYRYOCH-2026-08-10,BWYRYOCH,2026-08-10,MS Excel
BWYRYOCH-2026-08-10,BWYRYOCH,2026-08-10,Wykształcenie wyższe kierunkowe
6EOUKBJ4-2026-08-10,6EOUKBJ4,2026-08-10,Email marketing
6EOUKBJ4-2026-08-10,6EOUKBJ4,2026-08-10,UX
6EOUKBJ4-2026-08-10,6EOUKBJ4,2026-08-10,CSS
9WZXYGWM-2026-08-10,9WZXYGWM,2026-08-10,Security
9WZXYGWM-2026-08-10,9WZXYGWM,2026-08-10,MS Excel
9WZXYGWM-2026-08-10,9WZXYGWM,2026-08-10,Communication skills
PBFRCPCV-2026-08-10,PBFRCPCV,2026-08-10,.NET
PBFRCPCV-2026-08-10,PBFRCPCV,2026-08-10,SAFe
PBFRCPCV-2026-08-10,PBFRCPCV,2026-08-10,AI
AMWEWE4I-2026-08-10,AMWEWE4I,2026-08-10,Java
AMWEWE4I-2026-08-10,AMWEWE4I,2026-08-10,Kotlin
AMWEWE4I-2026-08-10,AMWEWE4I,2026-08-10,Spring Boot
EKJMCRPV-2026-08-10,EKJMCRPV,2026-08-10,Node.js
EKJMCRPV-2026-08-10,EKJMCRPV,2026-08-10,JavaScript
EKJMCRPV-2026-08-10,EKJMCRPV,2026-08-10,React
7XRRQXGU-2026-08-10,7XRRQXGU,2026-08-10,Python
7XRRQXGU-2026-08-10,7XRRQXGU,2026-08-10,Test automation
7XRRQXGU-2026-08-10,7XRRQXGU,2026-08-10,Robot Framework
S8Y52USM-2026-08-10,S8Y52USM,2026-08-10,Datalake
S8Y52USM-2026-08-10,S8Y52USM,2026-08-10,Data fabric
S8Y52USM-2026-08-10,S8Y52USM,2026-08-10,Lakehouse
UKEDVWJ9-2026-08-10,UKEDVWJ9,2026-08-10,MS Office
UKEDVWJ9-2026-08-10,UKEDVWJ9,2026-08-10,Doświadczenie w sprzedaży elektroniki
UKEDVWJ9-2026-08-10,UKEDVWJ9,2026-08-10,Doświadczenie w sprzedaży akcesoriów
LO0WJOZP-2026-08-10,LO0WJOZP,2026-08-10,Sprzedaż
LO0WJOZP-2026-08-10,LO0WJOZP,2026-08-10,Value-based selling
LO0WJOZP-2026-08-10,LO0WJOZP,2026-08-10,CA
YZUMBJFV-2026-08-10,YZUMBJFV,2026-08-10,Selenium
YZUMBJFV-2026-08-10,YZUMBJFV,2026-08-10,AI
YZUMBJFV-2026-08-10,YZUMBJFV,2026-08-10,Jenkins
H5CINKUO-2026-08-10,H5CINKUO,2026-08-10,Kotlin
H5CINKUO-2026-08-10,H5CINKUO,2026-08-10,Java
H5CINKUO-2026-08-10,H5CINKUO,2026-08-10,API
MGQDSN6P-2026-08-10,MGQDSN6P,2026-08-10,Go
MGQDSN6P-2026-08-10,MGQDSN6P,2026-08-10,Machine learning
MGQDSN6P-2026-08-10,MGQDSN6P,2026-08-10,Python
ZA9FZTRW-2026-08-10,ZA9FZTRW,2026-08-10,JavaScript
ZA9FZTRW-2026-08-10,ZA9FZTRW,2026-08-10,React
ZA9FZTRW-2026-08-10,ZA9FZTRW,2026-08-10,Redux
JUIGIAET-2026-08-10,JUIGIAET,2026-08-10,JavaScript
JUIGIAET-2026-08-10,JUIGIAET,2026-08-10,TypeScript
JUIGIAET-2026-08-10,JUIGIAET,2026-08-10,AI
QEFRUYUB-2026-08-10,QEFRUYUB,2026-08-10,SQL
QEFRUYUB-2026-08-10,QEFRUYUB,2026-08-10,PostgreSQL
QEFRUYUB-2026-08-10,QEFRUYUB,2026-08-10,Postman
DVKSY8BR-2026-08-10,DVKSY8BR,2026-08-10,.NET
DVKSY8BR-2026-08-10,DVKSY8BR,2026-08-10,Angular
DVKSY8BR-2026-08-10,DVKSY8BR,2026-08-10,C#
WJMTYHDP-2026-08-10,WJMTYHDP,2026-08-10,Java
WJMTYHDP-2026-08-10,WJMTYHDP,2026-08-10,Spring Boot
WJMTYHDP-2026-08-10,WJMTYHDP,2026-08-10,AWS
JXHRFL8S-2026-08-10,JXHRFL8S,2026-08-10,AI
JXHRFL8S-2026-08-10,JXHRFL8S,2026-08-10,Machine learning
JXHRFL8S-2026-08-10,JXHRFL8S,2026-08-10,Deep learning
KBU1M368-2026-08-10,KBU1M368,2026-08-10,Postman
KBU1M368-2026-08-10,KBU1M368,2026-08-10,Jira
KBU1M368-2026-08-10,KBU1M368,2026-08-10,JSON
KZEQIXIW-2026-08-10,KZEQIXIW,2026-08-10,AWS
KZEQIXIW-2026-08-10,KZEQIXIW,2026-08-10,Degree
KZEQIXIW-2026-08-10,KZEQIXIW,2026-08-10,AWS Cloud
3RZIGQRJ-2026-08-10,3RZIGQRJ,2026-08-10,Python
3RZIGQRJ-2026-08-10,3RZIGQRJ,2026-08-10,DevSecOps
3RZIGQRJ-2026-08-10,3RZIGQRJ,2026-08-10,Jenkins
RZQGAHT7-2026-08-10,RZQGAHT7,2026-08-10,Python
RZQGAHT7-2026-08-10,RZQGAHT7,2026-08-10,C++
RZQGAHT7-2026-08-10,RZQGAHT7,2026-08-10,Linux
SBALMTKE-2026-08-10,SBALMTKE,2026-08-10,Java
SBALMTKE-2026-08-10,SBALMTKE,2026-08-10,REST API
SBALMTKE-2026-08-10,SBALMTKE,2026-08-10,Jira
CGQFXASZ-2026-08-10,CGQFXASZ,2026-08-10,L2
CGQFXASZ-2026-08-10,CGQFXASZ,2026-08-10,Windows
CGQFXASZ-2026-08-10,CGQFXASZ,2026-08-10,Linux
PJWHN47D-2026-08-10,PJWHN47D,2026-08-10,Delphi
PJWHN47D-2026-08-10,PJWHN47D,2026-08-10,SQL
PJWHN47D-2026-08-10,PJWHN47D,2026-08-10,Git
8MJUNJ5C-2026-08-10,8MJUNJ5C,2026-08-10,UML
8MJUNJ5C-2026-08-10,8MJUNJ5C,2026-08-10,BPMN
8MJUNJ5C-2026-08-10,8MJUNJ5C,2026-08-10,SQL
PVN4JJIY-2026-08-10,PVN4JJIY,2026-08-10,Python
PVN4JJIY-2026-08-10,PVN4JJIY,2026-08-10,AI
PVN4JJIY-2026-08-10,PVN4JJIY,2026-08-10,Microservices architecture
UIXWX0ZE-2026-08-10,UIXWX0ZE,2026-08-10,GCP
UIXWX0ZE-2026-08-10,UIXWX0ZE,2026-08-10,Python
UIXWX0ZE-2026-08-10,UIXWX0ZE,2026-08-10,Ansible
EJ9CHSFN-2026-08-10,EJ9CHSFN,2026-08-10,Kotlin
EJ9CHSFN-2026-08-10,EJ9CHSFN,2026-08-10,Java
EJ9CHSFN-2026-08-10,EJ9CHSFN,2026-08-10,AWS
UA9VU3R6-2026-08-10,UA9VU3R6,2026-08-10,Data concepts
UA9VU3R6-2026-08-10,UA9VU3R6,2026-08-10,Data platforms
UA9VU3R6-2026-08-10,UA9VU3R6,2026-08-10,Metadata
98YHIRIT-2026-08-10,98YHIRIT,2026-08-10,Python
98YHIRIT-2026-08-10,98YHIRIT,2026-08-10,AI
98YHIRIT-2026-08-10,98YHIRIT,2026-08-10,Microservices architecture
X0VCN1BM-2026-08-10,X0VCN1BM,2026-08-10,Python
X0VCN1BM-2026-08-10,X0VCN1BM,2026-08-10,MSc
X0VCN1BM-2026-08-10,X0VCN1BM,2026-08-10,PhD
BVA1Z79W-2026-08-10,BVA1Z79W,2026-08-10,Python
BVA1Z79W-2026-08-10,BVA1Z79W,2026-08-10,Robot Framework
BVA1Z79W-2026-08-10,BVA1Z79W,2026-08-10,Linux
GTPVFYAV-2026-08-10,GTPVFYAV,2026-08-10,Python
GTPVFYAV-2026-08-10,GTPVFYAV,2026-08-10,Robot Framework
GTPVFYAV-2026-08-10,GTPVFYAV,2026-08-10,Bamboo
PNX28ENF-2026-08-10,PNX28ENF,2026-08-10,Veeva vault
PNX28ENF-2026-08-10,PNX28ENF,2026-08-10,Java
XIS6ACJA-2026-08-10,XIS6ACJA,2026-08-10,Business Analyst
XIS6ACJA-2026-08-10,XIS6ACJA,2026-08-10,IT Analysis
XIS6ACJA-2026-08-10,XIS6ACJA,2026-08-10,Analytical skills
IONYAW8Z-2026-08-10,IONYAW8Z,2026-08-10,Salesforce
IONYAW8Z-2026-08-10,IONYAW8Z,2026-08-10,CPQ
MODUCZAG-2026-08-10,MODUCZAG,2026-08-10,Azure AI/ML
MODUCZAG-2026-08-10,MODUCZAG,2026-08-10,Azure AI Foundry/Studio
MODUCZAG-2026-08-10,MODUCZAG,2026-08-10,Azure OpenAI
OUXIGGVX-2026-08-10,OUXIGGVX,2026-08-10,GCP
OUXIGGVX-2026-08-10,OUXIGGVX,2026-08-10,K8s
OUXIGGVX-2026-08-10,OUXIGGVX,2026-08-10,Cloud
HZUYUA84-2026-08-10,HZUYUA84,2026-08-10,MS Office
HZUYUA84-2026-08-10,HZUYUA84,2026-08-10,Doświadczenie w sprzedaży elektroniki
HZUYUA84-2026-08-10,HZUYUA84,2026-08-10,Doświadczenie w sprzedaży akcesoriów
ZUPAVE2D-2026-08-10,ZUPAVE2D,2026-08-10,Mobile
ZUPAVE2D-2026-08-10,ZUPAVE2D,2026-08-10,IoT
ZUPAVE2D-2026-08-10,ZUPAVE2D,2026-08-10,AI
BJAH0QCR-2026-08-10,BJAH0QCR,2026-08-10,JVM
BJAH0QCR-2026-08-10,BJAH0QCR,2026-08-10,API
BJAH0QCR-2026-08-10,BJAH0QCR,2026-08-10,Kotlin Coroutines
KPBYKZ1P-2026-08-10,KPBYKZ1P,2026-08-10,PLCs
KPBYKZ1P-2026-08-10,KPBYKZ1P,2026-08-10,HMI
KPBYKZ1P-2026-08-10,KPBYKZ1P,2026-08-10,Windows
SX1FN30Q-2026-08-10,SX1FN30Q,2026-08-10,MS Office
SX1FN30Q-2026-08-10,SX1FN30Q,2026-08-10,CRM
SX1FN30Q-2026-08-10,SX1FN30Q,2026-08-10,SaaS
2NK9YC9M-2026-08-10,2NK9YC9M,2026-08-10,Kotlin
2NK9YC9M-2026-08-10,2NK9YC9M,2026-08-10,Java
2NK9YC9M-2026-08-10,2NK9YC9M,2026-08-10,TypeScript
R8KP9BBO-2026-08-10,R8KP9BBO,2026-08-10,Flutter
R8KP9BBO-2026-08-10,R8KP9BBO,2026-08-10,Dart
R8KP9BBO-2026-08-10,R8KP9BBO,2026-08-10,Clean Architecture
JFRGY5JI-2026-08-10,JFRGY5JI,2026-08-10,Data analytics
JFRGY5JI-2026-08-10,JFRGY5JI,2026-08-10,BI
JFRGY5JI-2026-08-10,JFRGY5JI,2026-08-10,Power BI
LAMXINXS-2026-08-10,LAMXINXS,2026-08-10,SQL
LAMXINXS-2026-08-10,LAMXINXS,2026-08-10,Power BI
LAMXINXS-2026-08-10,LAMXINXS,2026-08-10,Excel
4BVQTUKW-2026-08-10,4BVQTUKW,2026-08-10,EDI
4BVQTUKW-2026-08-10,4BVQTUKW,2026-08-10,ERP
4BVQTUKW-2026-08-10,4BVQTUKW,2026-08-10,IBM
R2DNFAWP-2026-08-10,R2DNFAWP,2026-08-10,Ai/ml
R2DNFAWP-2026-08-10,R2DNFAWP,2026-08-10,AI
R2DNFAWP-2026-08-10,R2DNFAWP,2026-08-10,Cloud Native
UIKB3HAS-2026-08-10,UIKB3HAS,2026-08-10,Manual Testing
UIKB3HAS-2026-08-10,UIKB3HAS,2026-08-10,Mobile
UIKB3HAS-2026-08-10,UIKB3HAS,2026-08-10,IoT
VWKWG3ZT-2026-08-10,VWKWG3ZT,2026-08-10,SEPA
VWKWG3ZT-2026-08-10,VWKWG3ZT,2026-08-10,ISO
VWKWG3ZT-2026-08-10,VWKWG3ZT,2026-08-10,Business analysis
IZ2GZO7V-2026-08-10,IZ2GZO7V,2026-08-10,SAML
IZ2GZO7V-2026-08-10,IZ2GZO7V,2026-08-10,Git
IZ2GZO7V-2026-08-10,IZ2GZO7V,2026-08-10,REST API
GYDTLVUS-2026-08-10,GYDTLVUS,2026-08-10,Go
GYDTLVUS-2026-08-10,GYDTLVUS,2026-08-10,Python
GYDTLVUS-2026-08-10,GYDTLVUS,2026-08-10,SQL
7WOXLT9X-2026-08-10,7WOXLT9X,2026-08-10,Open source
7WOXLT9X-2026-08-10,7WOXLT9X,2026-08-10,CI/CD
7WOXLT9X-2026-08-10,7WOXLT9X,2026-08-10,SBOM
NRNBRIHC-2026-08-10,NRNBRIHC,2026-08-10,Degree
NRNBRIHC-2026-08-10,NRNBRIHC,2026-08-10,Accounting
NRNBRIHC-2026-08-10,NRNBRIHC,2026-08-10,Excel
U2WN1RMU-2026-08-10,U2WN1RMU,2026-08-10,Backlog management
U2WN1RMU-2026-08-10,U2WN1RMU,2026-08-10,Defining business requirements
U2WN1RMU-2026-08-10,U2WN1RMU,2026-08-10,Builder.io.
T7PUEA5M-2026-08-10,T7PUEA5M,2026-08-10,Angular
T7PUEA5M-2026-08-10,T7PUEA5M,2026-08-10,JavaScript
T7PUEA5M-2026-08-10,T7PUEA5M,2026-08-10,RxJS
XPKMMCO6-2026-08-10,XPKMMCO6,2026-08-10,Accounting
XPKMMCO6-2026-08-10,XPKMMCO6,2026-08-10,SAP
XPKMMCO6-2026-08-10,XPKMMCO6,2026-08-10,SSC
N7DTPPAT-2026-08-10,N7DTPPAT,2026-08-10,Product Backlog
N7DTPPAT-2026-08-10,N7DTPPAT,2026-08-10,Analiza biznesowa
N7DTPPAT-2026-08-10,N7DTPPAT,2026-08-10,Product Owner
USS5QMF5-2026-08-10,USS5QMF5,2026-08-10,Product Management
USS5QMF5-2026-08-10,USS5QMF5,2026-08-10,API
USS5QMF5-2026-08-10,USS5QMF5,2026-08-10,LLM
WXEQLCRJ-2026-08-10,WXEQLCRJ,2026-08-10,Stakeholder management
WXEQLCRJ-2026-08-10,WXEQLCRJ,2026-08-10,Project management
BN0LHCR2-2026-08-10,BN0LHCR2,2026-08-10,AD
IY54WI7P-2026-08-10,IY54WI7P,2026-08-10,IT change management
IY54WI7P-2026-08-10,IY54WI7P,2026-08-10,Microsoft 365
IY54WI7P-2026-08-10,IY54WI7P,2026-08-10,Technology Adoption
POWQLHGJ-2026-08-10,POWQLHGJ,2026-08-10,SQL
POWQLHGJ-2026-08-10,POWQLHGJ,2026-08-10,Microsoft Dynamics
POWQLHGJ-2026-08-10,POWQLHGJ,2026-08-10,AWS
UEILGTUL-2026-08-10,UEILGTUL,2026-08-10,Java
UEILGTUL-2026-08-10,UEILGTUL,2026-08-10,Jakarta EE
UEILGTUL-2026-08-10,UEILGTUL,2026-08-10,React
T6QMTUVY-2026-08-10,T6QMTUVY,2026-08-10,Java
VLESJAC9-2026-08-10,VLESJAC9,2026-08-10,Python
VLESJAC9-2026-08-10,VLESJAC9,2026-08-10,FastAPI
VLESJAC9-2026-08-10,VLESJAC9,2026-08-10,SQL
KQXDJK5U-2026-08-10,KQXDJK5U,2026-08-10,Azure
KQXDJK5U-2026-08-10,KQXDJK5U,2026-08-10,AWS
KQXDJK5U-2026-08-10,KQXDJK5U,2026-08-10,Terraform
QTZIV6JN-2026-08-10,QTZIV6JN,2026-08-10,Audit
QTZIV6JN-2026-08-10,QTZIV6JN,2026-08-10,Degree
QTZIV6JN-2026-08-10,QTZIV6JN,2026-08-10,Accounting
8BN852IV-2026-08-10,8BN852IV,2026-08-10,Accounting
8BN852IV-2026-08-10,8BN852IV,2026-08-10,Degree
8BN852IV-2026-08-10,8BN852IV,2026-08-10,ERP
O74TZ5C1-2026-08-10,O74TZ5C1,2026-08-10,AI
O74TZ5C1-2026-08-10,O74TZ5C1,2026-08-10,Machine learning
O74TZ5C1-2026-08-10,O74TZ5C1,2026-08-10,Python
OD3AX9MA-2026-08-10,OD3AX9MA,2026-08-10,Android
OD3AX9MA-2026-08-10,OD3AX9MA,2026-08-10,Kotlin
OD3AX9MA-2026-08-10,OD3AX9MA,2026-08-10,Kotlin Coroutines
YB9ULGNV-2026-08-10,YB9ULGNV,2026-08-10,Azure
YB9ULGNV-2026-08-10,YB9ULGNV,2026-08-10,AI
YB9ULGNV-2026-08-10,YB9ULGNV,2026-08-10,Databricks
ZSXCBHW4-2026-08-10,ZSXCBHW4,2026-08-10,Python
ZSXCBHW4-2026-08-10,ZSXCBHW4,2026-08-10,AI
ZSXCBHW4-2026-08-10,ZSXCBHW4,2026-08-10,AWS
2AVZEO1R-2026-08-10,2AVZEO1R,2026-08-10,CISSP
2AVZEO1R-2026-08-10,2AVZEO1R,2026-08-10,R
2AVZEO1R-2026-08-10,2AVZEO1R,2026-08-10,SDLC
9R3SUJQC-2026-08-10,9R3SUJQC,2026-08-10,Java
9R3SUJQC-2026-08-10,9R3SUJQC,2026-08-10,Microservices
9R3SUJQC-2026-08-10,9R3SUJQC,2026-08-10,Spring Boot
ZNEGN0KF-2026-08-10,ZNEGN0KF,2026-08-10,Java
ZNEGN0KF-2026-08-10,ZNEGN0KF,2026-08-10,Spring
ZNEGN0KF-2026-08-10,ZNEGN0KF,2026-08-10,Spring Boot
DINQQFSX-2026-08-10,DINQQFSX,2026-08-10,SQL
QLKDFOLB-2026-08-10,QLKDFOLB,2026-08-10,iOS
QLKDFOLB-2026-08-10,QLKDFOLB,2026-08-10,iOS SDK
QLKDFOLB-2026-08-10,QLKDFOLB,2026-08-10,Swift
YDEGTLWE-2026-08-10,YDEGTLWE,2026-08-10,Java
YDEGTLWE-2026-08-10,YDEGTLWE,2026-08-10,TypeScript
YDEGTLWE-2026-08-10,YDEGTLWE,2026-08-10,AWS
RQ3HF9EZ-2026-08-10,RQ3HF9EZ,2026-08-10,Python
RQ3HF9EZ-2026-08-10,RQ3HF9EZ,2026-08-10,React
RQ3HF9EZ-2026-08-10,RQ3HF9EZ,2026-08-10,JQuery
YXSJMZQ9-2026-08-10,YXSJMZQ9,2026-08-10,Java
YXSJMZQ9-2026-08-10,YXSJMZQ9,2026-08-10,React
YXSJMZQ9-2026-08-10,YXSJMZQ9,2026-08-10,AI
9FHIIRTG-2026-08-10,9FHIIRTG,2026-08-10,Salesforce
9FHIIRTG-2026-08-10,9FHIIRTG,2026-08-10,Flow
9FHIIRTG-2026-08-10,9FHIIRTG,2026-08-10,Apex
K62VQBBN-2026-08-10,K62VQBBN,2026-08-10,Python
K62VQBBN-2026-08-10,K62VQBBN,2026-08-10,REST API
K62VQBBN-2026-08-10,K62VQBBN,2026-08-10,ETL
MM7UUQXO-2026-08-10,MM7UUQXO,2026-08-10,Power Platform
MM7UUQXO-2026-08-10,MM7UUQXO,2026-08-10,Power Automate
MM7UUQXO-2026-08-10,MM7UUQXO,2026-08-10,Azure
LFOGXRDL-2026-08-10,LFOGXRDL,2026-08-10,AWS
LFOGXRDL-2026-08-10,LFOGXRDL,2026-08-10,Public cloud
LFOGXRDL-2026-08-10,LFOGXRDL,2026-08-10,IaC
TXJC0ANG-2026-08-10,TXJC0ANG,2026-08-10,RPG
TXJC0ANG-2026-08-10,TXJC0ANG,2026-08-10,IBM Db2
TXJC0ANG-2026-08-10,TXJC0ANG,2026-08-10,Power BI
ZWC6ZCFM-2026-08-10,ZWC6ZCFM,2026-08-10,QA Engineer
ZWC6ZCFM-2026-08-10,ZWC6ZCFM,2026-08-10,ISTQB
ZWC6ZCFM-2026-08-10,ZWC6ZCFM,2026-08-10,Automotive
CVMZK43S-2026-08-10,CVMZK43S,2026-08-10,Python
CVMZK43S-2026-08-10,CVMZK43S,2026-08-10,Node.js
